id,first_name,last_name,date_of_birth,sex,jmbg,country_id
476,Bram,Cadle,1/8/1921,M,0212939173451,4
477,Gianni,Seage,10/22/1964,M,0708818697470,4
478,Freida,Raeside,5/20/1950,F,3107014574445,1
479,Eliot,Podd,11/17/1944,M,0611724639769,1
480,Devy,Manneville,3/4/2012,M,0805151914749,5
481,Isacco,McCarron,7/10/1953,M,3107946912257,2
482,Teddy,Byres,6/8/2005,M,0305603966188,1
483,Miof mela,Flott,1/18/2005,F,1811935273740,2
484,Dawn,Quare,2/8/2014,F,3010406385337,2
485,Pandora,Bissett,11/15/1967,F,1308348334511,5
486,Adrea,Orchard,10/25/1960,F,2802292655782,5
487,Deirdre,Tumielli,4/21/1902,F,1811373290754,1
488,Erastus,Fenney,5/16/1925,M,3012135970260,5
489,Sheena,Merida,6/21/1978,F,2012750396053,2
490,Rosmunda,Dorre,3/2/1940,F,3010287360599,5
491,Wallis,Abrams,8/12/1972,F,0202581157926,1
492,Wade,Najera,2/11/1953,M,3009721862385,5
493,Klement,Torvey,5/6/1948,M,0511238602240,3
494,Hayward,Deery,10/28/2002,M,1307258810915,6
495,Tabb,Dunseith,8/21/1914,M,0310124119141,2
496,Teodoor,Eyers,8/7/1973,M,3011427290754,5
497,Jock,Milstead,1/16/1915,M,1208868328901,3
498,Alistair,Biasio,7/25/1958,M,3011371149639,6
499,Katee,McCree,3/29/1911,F,1206641998215,5
500,Danette,Schiersch,7/23/1903,F,1708103811457,3
501,Natal,Armell,3/21/1965,M,0710007369806,6
502,Tonie,Shearer,1/13/1934,F,0407952975177,2
503,Aldridge,Rippingale,5/7/1907,M,0506098010320,6
504,Nancey,Nisbet,11/13/1991,F,2104164167090,3
505,Bonny,Chaffen,11/9/1920,F,1705249601670,5
506,Delainey,Klouz,3/31/1923,M,0706254336629,2
507,Bettine,Phonix,1/4/1998,F,3002080820809,3
508,Ivonne,Gutierrez,6/28/1904,F,2408419143559,5
509,Beverly,Larmet,12/13/1951,F,2801926163971,6
510,Carling,Pipkin,3/7/1997,M,0808786149425,1
511,Jacqui,Borg,1/17/1926,F,0810869645165,3
512,Dyane,Torrans,10/4/1933,F,3012314361893,4
513,Rudd,Kliche,3/16/1992,M,3010227307698,5
514,Angel,Money,10/8/1977,F,3101001548137,4
515,Emmott,Peck,11/7/2018,M,0711707967793,2
516,Martyn,Laville,7/9/1991,M,0110233329996,3
517,Hadria,Grimoldby,11/28/2009,F,3112076726725,2
518,Raymund,Calvey,6/18/1977,M,3003041752337,6
519,Sonya,Northing,12/17/1949,F,0509099436275,3
520,Trude,Farrance,5/22/1916,F,1710094979201,6
521,Adham,Hudless,2/14/1927,M,0704296017992,1
522,Amble,Slixby,12/16/1924,M,3002628398954,3
523,Ave,Maccaig,5/30/1902,M,1503942332591,3
524,Winslow,Pervew,9/16/1987,M,2910127901524,2
525,Betti,Labarre,12/1/1973,F,0811623278500,2
526,Moira,Willers,9/27/1946,F,3111072758100,6
527,Sax,Gotliffe,9/27/1985,M,1211254897518,1
528,Karlotta,McEwen,11/6/1977,F,1201936754826,3
529,Neala,Tupper,6/15/1997,F,1802104174574,1
530,Cos,Attree,7/1/2002,M,0709014321849,2
531,Gal,Yoskowitz,12/16/1999,M,0306438021989,3
532,Carolan,Scay,5/13/1942,F,3007414186055,6
533,Sherman,Gyrgorcewicx,9/3/1913,M,3011081829008,4
534,Doreen,Sperry,11/3/1907,F,2111841668174,3
535,Clemmie,Judgkins,1/12/1918,M,0209595504463,4
536,Brinna,Maden,11/4/1961,F,3101140074509,1
537,Drucill,Scarsbrook,3/14/1984,F,0712491623682,4
538,Sheffy,Falk,4/27/1904,M,2502733019379,6
539,Stern,Oglesbee,7/30/1942,M,0405814786901,2
540,Archer,Leathem,6/2/1927,M,0811623334615,6
541,Joelynn,Eagell,10/28/1941,F,3111891298911,4
542,Ben,Supple,12/17/1931,M,3111672523363,3
543,Elwood,Hanratty,6/27/1932,M,0411576516300,3
544,Aurelea,Sawday,5/14/1989,F,3005105391430,3
545,Alvina,Blazdell,12/24/1914,F,1204558169942,5
546,Belicia,Orrah,3/22/1992,F,0209890551158,6
547,Johnathan,Berrick,11/17/2007,M,1312344006187,6
548,Waldemar,Dugall,9/28/1973,M,2012856515985,6
549,Clem,McNeachtain,9/3/1986,M,1210323125924,2
550,Tim,Abrahim,11/18/1987,F,0105025054884,2
551,Bertina,Penvarden,3/30/1963,F,1912790863850,5
552,Chev,Petrescu,9/3/1958,M,2807983766586,4
553,Nicoli,Maxfield,7/25/1955,F,0212980812162,4
554,Roger,Ebrall,5/22/1945,M,0210419598465,4
555,Birch,Bonome,7/31/2006,M,2411245185710,4
556,Vonnie,Coupar,7/18/1910,F,1902066981329,6
557,Aindrea,Loughman,4/27/1974,F,2010080769456,6
558,Farrand,Slaughter,4/15/2005,F,3112058188375,2
559,Clayborne,MacMaykin,7/17/1982,M,0512919292146,2
560,Rip,Gligorijevic,6/23/2001,M,1305981541658,5
561,Dall,Ickovicz,2/20/1927,M,0911346593728,2
562,Gasper,Tommasuzzi,10/18/1902,M,0904727177102,1
563,Maxy,Lester,3/21/1916,F,3111577618245,2
564,Aindrea,Ciobotaru,10/11/1998,F,0704776897880,2
565,Yolande,Aves,2/7/1917,F,0705036284549,4
566,Geordie,Alfuso,8/6/2018,M,2808418138113,2
567,Darbie,Ludwig,5/22/1936,F,3112025545101,5
568,Berny,Battell,7/26/2012,M,1303583735139,6
569,Paulette,Tuhy,5/25/1907,F,2010688159443,1
570,Hillyer,Carillo,11/18/1997,M,2611402020830,6
571,Anderea,Benck,3/3/1950,F,2604370891991,3
572,Seward,Georgel,5/13/1994,M,0601081619869,3
573,Cornall,Stoney,2/8/1912,M,1911410119224,1
574,Simonne,Bosward,12/1/1912,F,2601138230931,6
575,Richie,Went,2/24/1966,M,0708952313286,2
576,Candie,Hatherall,7/23/2010,F,3011141415746,3
577,Rem,McCathie,3/14/2001,M,0302388300931,3
578,Pernell,McCluskey,4/10/1954,M,3012910993116,4
579,Davida,Eskrigg,4/18/1961,F,3107606871277,6
580,Benedict,Braidon,1/2/1912,M,3110995219523,1
581,Ivar,Tregenza,9/24/1931,M,3001209812839,4
582,Bernadina,Hardage,4/5/1950,F,2707713760895,3
583,Gawain,Duckitt,8/4/2001,M,3103774229504,6
584,Pammie,Andri,4/10/1917,F,3104174637233,2
585,Jillayne,Corteney,11/27/2003,F,1509404741864,2
586,Cesare,Shyres,6/27/1997,M,2412262095265,5
587,Valaria,Beckwith,2/19/1979,F,1709875343794,1
588,Shir,Goldbourn,9/7/1922,F,1807315337066,4
589,Avigdor,Bayfield,1/29/1975,M,2606206695944,4
590,Blanca,Bollom,2/11/1946,F,3112486494485,5
591,Des,Pudden,4/21/1965,M,0505191176156,1
592,Evania,Loxdale,3/1/2002,F,0112463182908,5
593,Darryl,Minet,3/14/1936,F,0710941756477,2
594,Benedetta,Delgaty,3/12/2000,F,3002387104078,4
595,Chiquia,Winchcomb,6/30/1905,F,2401272889388,6
596,Hanni,Cashen,10/16/1920,F,1411705627310,2
597,Carmine,Lempenny,9/15/2012,M,2411287426776,3
598,Leighton,Misk,12/18/1905,M,0407495788194,1
599,Vaughan,Brignall,12/10/1916,M,1212718645548,6
600,Ethelred,Zannotti,4/15/1949,M,3003972164027,3
601,Odelle,Hargie,11/3/1920,F,3012068838772,3
602,Dulci,Wankling,8/27/2024,F,3111532305158,3
603,Almira,Victor,12/5/1968,F,0410090297884,5
604,Kennie,Rathe,3/22/1900,M,3001247089260,6
605,Jecho,Gosford,7/13/1901,M,3111587987838,5
606,Elbertine,Lestrange,1/26/2008,F,3012271315805,6
607,Blinny,Chitter,11/12/2012,F,0510768980374,6
608,Paton,Hoolaghan,10/13/1914,M,2903274573248,4
609,Des,Paulou,4/2/1932,M,0601346855892,1
610,Garvin,Collingwood,4/21/1949,M,3102308489448,5
611,Alyse,MacGiany,1/26/1921,F,0311659817319,6
612,Carree,Foucar,2/1/1917,F,2209311532876,5
613,Rock,Folliss,8/6/1913,M,1011840942315,3
614,Cherise,Rapier,3/14/1904,F,3007479608112,4
615,Malchy,Draijer,8/25/1970,M,3110473916600,4
616,Farah,Gambell,3/7/1962,F,0211413027602,4
617,Natassia,O'Hoolahan,5/15/2006,F,0411180190068,5
618,Sterne,Lambert,5/26/2023,M,2012869716571,6
619,Devi,Aulsford,1/18/1915,F,0203426778709,1
620,Caterina,Bockler,11/9/1908,F,0811536301443,1
621,Rivalee,Lutas,5/27/1944,F,3111862149073,6
622,Chuck,Barkworth,11/9/1968,M,2004105448849,5
623,Babbette,Wandrich,5/27/1936,F,0409311931532,5
624,Graeme,Crallan,12/21/1963,M,1310301523059,2
625,Vaughan,Dorricott,10/2/2000,M,0512631044144,6
626,Armstrong,Lott,12/29/2005,M,3101614533831,3
627,Garrard,Gligorijevic,12/4/2023,M,0510866553798,5
628,Emory,Wyld,6/18/1998,M,0109907951180,6
629,Ardella,Kittredge,10/4/1937,F,3102235442365,2
630,Tudor,Dunklee,9/27/1972,M,3010195591632,1
631,Price,Lilleman,2/10/1945,M,1410472616986,2
632,Luigi,Fortie,10/30/1935,M,0808260692981,3
633,Veriee,Rousell,1/24/1909,F,2512722330630,5
634,Westley,Grigaut,11/23/1968,M,3003643461492,3
635,Michaeline,Dana,12/3/1998,F,2910840664120,2
636,Vannie,Catlin,7/1/1980,F,3112541369164,6
637,Ken,Gard,5/17/2014,M,2706025108314,2
638,Berty,Newson,11/5/1903,F,2802183889619,1
639,Myrtie,Lathe,8/21/1925,F,3112997683641,4
640,Boris,Moen,12/11/2013,M,1611579220916,1
641,Jillian,von Nassau,6/25/2024,F,3010470608876,1
642,Homer,Slemmonds,2/23/1977,M,0405383533972,6
643,Juline,Abley,6/11/1979,F,3005735513928,5
644,Fitz,Toombs,4/22/2020,M,3110992383859,5
645,Laverna,Cadany,7/12/1974,F,1609764325917,4
646,Stacie,Sibbs,10/26/1934,F,0710077533280,2
647,Britni,Pancast,6/8/1991,F,3010434579801,2
648,Raynell,MacKellen,4/11/1931,F,1512478656143,6
649,Andrei,Crombie,6/1/1952,F,1312714996065,3
650,Gabbie,Sindall,3/20/1997,F,0711162237165,2
651,Rozele,Hynard,8/7/1950,F,3010703344747,2
652,Xavier,Bachman,10/15/1986,M,3006337989900,1
653,Callean,Arnao,5/26/2000,M,0104086312873,3
654,Bride,Priest,8/10/1951,F,2904477060476,6
655,Nedda,Forrest,8/31/1954,F,2004576272275,4
656,Franklin,Liston,6/6/1949,M,1810578947628,3
657,Claresta,Roggers,10/10/1901,F,2307036576056,1
658,Alikee,Yellowlee,11/16/1977,F,2009729254168,5
659,Melisande,Bleddon,10/14/2015,F,0910722794227,4
660,Lorelei,Hugk,11/25/1959,F,2501590140110,5
661,Sissie,Slader,7/19/1920,F,2912947964191,6
662,Bent,Gennerich,5/6/1981,M,1302995261068,5
663,Meghan,Christopher,5/21/1900,F,0111533865976,2
664,Betsey,Stentiford,8/8/1938,F,3112775961564,2
665,Byram,Dufore,8/5/2018,M,2606260753748,3
666,Michele,Pettingill,12/7/1974,M,1507495731629,6
667,Liliane,Mathwin,7/3/2022,F,0211470736418,5
668,Palmer,Terris,4/8/1909,M,0611578590019,2
669,Stearne,Farebrother,7/10/1908,M,2912006027382,5
670,Niels,Goathrop,7/19/1944,M,0603140521332,4
671,Launce,Leveritt,2/24/1979,M,1110711415043,3
672,Claudius,Goves,5/19/2014,M,3102231672403,2
673,Aviva,Tyt,6/6/1988,F,1411871416841,4
674,Giordano,Camerati,7/21/1971,M,0305230789523,5
675,Patricio,Dubbin,11/2/1901,M,3112821501218,2
676,Abby,Keenleyside,8/4/1918,M,3001906571078,5
677,Marya,Palmer,8/5/2022,F,0910434476760,2
678,Jannel,Fraczak,7/3/1957,F,3103367094362,6
679,Terri,Shaw,12/30/1959,F,3110083407324,4
680,Karlan,Fellow,2/19/1903,M,3101869751853,6
681,Carver,McLaverty,12/7/1910,M,3010431188393,2
682,Katinka,Mellodey,10/20/1951,F,1110206912130,5
683,Lianne,Mozzi,4/11/1918,F,1610839604872,3
684,Bettina,McTague,4/3/1979,F,3009777275555,4
685,Eleni,Darwin,3/20/1994,F,1201727534969,6
686,Fabe,Meaders,6/16/1998,M,1002048928880,1
687,Prudy,Waeland,4/4/1991,F,3001772889881,2
688,Janeen,Featherstonhaugh,2/4/2002,F,3109947809097,2
689,Myrta,Rack,6/30/2013,F,3012501594504,1
690,Deny,Leghorn,3/8/1957,F,2709110840673,1
691,Clem,O'Nolan,5/9/1948,M,2511488623429,4
692,Benedikt,Grancher,12/4/1981,M,0710516796770,6
693,Neely,Keyte,1/19/1948,F,3003265677007,2
694,Aristotle,Twigley,10/22/1961,M,1012145795827,1
695,Asia,Bettanay,12/18/1997,F,3005172910564,3
696,Rey,Murfin,9/13/1990,M,0712117908924,4
697,Filberto,Allonby,10/1/1985,M,1112026898855,2
698,Yasmeen,Catanheira,10/2/1968,F,3008069534874,4
699,Vanda,Sharer,5/23/1954,F,0305173808208,2
700,Wallace,Brands,1/22/2013,M,2403706027774,6
701,Camella,Brayford,8/16/2016,F,2710780538401,3
702,Tucker,Hullot,5/17/2011,M,1809079352229,3
703,Melesa,Gatenby,8/10/1943,F,1710207893163,2
704,Herb,Baughn,2/20/1970,M,0711686373403,5
705,Guthrey,Tumbridge,4/18/2019,M,3003004615769,3
706,Grazia,Lawlee,8/10/1976,F,2411770314456,4
707,Piggy,Taggert,7/21/1920,M,0909379330277,1
708,Anet,Auston,4/8/1917,F,0907466835399,4
709,Arvy,Philipsson,6/2/1943,M,1410226112551,1
710,Willy,Scanlon,5/8/1970,M,0705513947811,5
711,Gabey,Grimley,8/3/1973,F,0807488154027,2
712,Gretta,Aspall,3/7/2023,F,2410216051663,4
713,Seth,Skirling,9/1/1922,M,1712226660828,4
714,Tracey,Lansdown,1/6/2019,M,0810433870688,2
715,Kathrine,Vannikov,3/5/2024,F,2110071838013,1
716,Colette,Scrowson,9/20/1912,F,0808079275940,2
717,Gelya,Strong,4/17/1964,F,3110830965787,4
718,Charin,Macklam,5/18/2002,F,3007547306368,2
719,Garwood,Monnelly,11/13/1955,M,3110638483181,3
720,Huntington,Valenta,10/13/1958,M,3008882040121,1
721,Berk,Napleton,6/18/1944,M,0112884199704,6
722,Pembroke,Elphinston,10/16/1983,M,1604177632862,2
723,Shirlee,Walkden,11/8/1908,F,0808897126490,3
724,Zeb,Antosch,10/5/1969,M,0710600295847,4
725,Alyce,Collet,5/5/1930,F,1306196212811,5
726,Micky,Corradini,4/24/1962,F,3104245343908,3
727,Pryce,Deakes,5/24/1981,M,1310356108841,4
728,Matti,Rutgers,2/12/1951,F,3001415877613,5
729,Weber,Pleasance,11/1/1972,M,3010027436870,3
730,Kassi,Coathup,6/9/2011,F,1204612344825,4
731,Jonas,Ericssen,11/11/1993,M,0405693618455,4
732,Venus,Ather,8/30/2013,F,3009887642804,1
733,Francisco,Martinolli,9/7/1980,M,3012605255514,1
734,Gracie,Scargill,10/6/1999,F,3109924165007,3
735,Gawen,Simmons,5/10/1916,M,1407435804698,3
736,Tris,Oppy,6/27/1977,M,3011293078931,3
737,Codie,Cutill,9/20/1947,F,2901172004355,3
738,Faber,Plimmer,12/3/1949,M,3010013642753,5
739,Mirelle,Zywicki,10/5/1977,F,0707823867926,6
740,Shauna,Rosenbusch,10/1/1956,F,2211953472983,6
741,Rozele,Traves,1/27/1986,F,3111667612639,2
742,Tann,Normanell,4/26/1988,M,2803928927739,2
743,Alisun,Haggerty,6/16/1929,F,0404531742311,5
744,Latrina,Hens,2/10/1937,F,3012602494926,4
745,Marcel,Ferrer,5/1/1957,M,3004558248308,5
746,Lyndsey,Fowgies,2/10/2013,F,0906522593388,4
747,Obadias,Casado,3/19/1972,M,3105119461750,1
748,Lida,Celloni,11/28/2019,F,0905961277389,1
749,Creighton,Satterthwaite,4/28/1973,M,3110750583354,1
750,Sarette,Corse,3/17/1915,F,3102361134607,6
751,Sergent,Slinn,12/23/2010,M,0912050313462,4
752,Chickie,Kellen,2/24/2006,F,3008679467430,4
753,Olav,Vaudre,3/17/2004,M,2901438026767,2
754,Flynn,Durrance,2/18/1941,M,0312886367677,2
755,Kellby,Frankish,6/27/2003,M,3007538622498,2
756,Rafaellle,Starte,6/18/1921,M,0908917377496,1
757,Kristine,VanBrugh,11/5/1994,F,1907987399749,2
758,Noland,Daveren,8/10/1927,M,2105971795088,6
759,Salvador,Dullingham,9/18/1965,M,2510297208084,6
760,Ami,Milch,12/7/1969,F,2208584741402,1
761,Pet,Mullin,10/17/1923,F,3105715306881,2
762,Benita,Britton,5/12/2013,F,1410015515755,4
763,Jessalin,Reasun,9/13/2001,F,0908826779391,4
764,Juana,Perillio,9/21/1909,F,0112546829405,5
765,Leonanie,Thorpe,6/4/1931,F,1611511227406,1
766,Merv,Agirre,2/23/1905,M,3110383227945,4
767,Anitra,Ambrodi,10/10/1971,F,2110535492861,1
768,Shaw,Feaver,9/12/1923,M,3010036389736,6
769,Lizabeth,Allard,6/10/1979,F,3011942481196,6
770,Madelon,De'Ath,3/25/1977,F,1203250822549,6
771,Kare,Woodroofe,6/4/1973,F,2512824249033,4
772,Veradis,Ballin,6/1/1973,F,0606923762950,6
773,Cordelia,Bezants,8/12/1999,F,2511675926667,3
774,Hildegaard,Whetton,9/21/2009,F,3012288135430,6
775,Gusti,Polden,2/13/2016,F,0910242364889,6
776,Viva,Matzke,11/10/1958,F,1010873417063,3
777,Sonia,Menhenitt,10/9/1973,F,3111253397956,6
778,Billy,Lyle,5/23/2016,M,3011365910366,3
779,Dimitry,Eames,9/13/1961,M,2011976191646,3
780,Ramon,Tither,7/6/1943,M,0110967060272,3
781,Zorine,Schimank,5/18/1952,F,2409369823889,6
782,Adela,Spurier,9/21/1931,F,3010417475181,6
783,Trixy,Baythorp,5/8/1981,F,3105104253151,4
784,Dallis,Carolan,3/14/1908,M,0104821754584,6
785,Jacinda,Muress,2/20/1915,F,2602379392189,2
786,Elliott,Brugmann,3/6/2015,M,0812841643909,1
787,Julee,Carbonell,11/10/1904,F,3008970102852,1
788,Briny,Rowland,6/2/1976,F,2910547361290,1
789,Robinson,Ibbison,11/5/1961,M,3005776204722,1
790,Emory,Anselm,5/20/2000,M,3107016466131,3
791,Luce,Lademann,12/13/1931,M,2212683239934,3
792,Rafaela,Mensler,4/5/1992,F,3112623986318,3
793,Cointon,Crottagh,9/13/1915,M,3111334649849,2
794,Carmelita,Boggon,2/26/1903,F,0204812438747,1
795,Hussein,Caird,7/17/2023,M,3007952977057,4
796,Estrella,Liddy,7/2/1972,F,3001895688471,1
797,Bartolomeo,Spinas,5/5/1947,M,3010793207702,3
798,Keary,Gilmore,3/17/2008,M,0412969058528,5
799,Emalee,Inglis,4/15/1905,F,3011379637890,2
800,Brander,Biernat,10/30/1974,M,3106630404725,1
801,Roda,Marchetti,12/26/1963,F,0305557521625,4
802,Ally,Hylands,10/15/1988,F,3010180130950,5
803,Nissa,Trewinnard,11/27/1987,F,3010601573947,4
804,Jada,Chatenier,12/7/1987,F,3003245081312,3
805,Robbi,Jedrzaszkiewicz,10/23/2012,F,2504616311289,3
806,Linda,Haig,10/4/2018,F,0108041762831,2
807,Bink,Ierland,8/27/1977,M,3007142261940,2
808,Sapphira,Lipson,3/21/1973,F,2507490512385,4
809,Wiatt,Warland,5/5/1970,M,0111052731761,5
810,Moe,Comiskey,4/14/2010,M,0403117451974,1
811,Wells,Gercke,5/15/1977,M,2504310407344,2
812,Mei,Peele,1/6/2020,F,0512422807000,4
813,Mariam,Pardey,4/30/1994,F,2405940798887,3
814,Catlaina,Stallibrass,11/20/2024,F,2011254193805,3
815,Barton,McEneny,12/26/1903,M,1808075745620,3
816,Roddy,Klee,7/30/1927,M,0211160733873,5
817,Carine,Rippon,7/21/1934,F,0906703479749,3
818,Vinny,Sibyllina,3/30/1901,M,3109032504973,2
819,Alika,Philipsen,12/4/1959,F,3011149512874,5
820,Jerrold,Begin,8/8/2011,M,1509920063239,6
821,Catrina,Howson,6/15/1975,F,3004010791435,6
822,Kienan,McAviy,7/20/1962,M,0308682290403,4
823,Reinald,Proudley,7/2/1991,M,0710353052637,5
824,Hamnet,Muggleton,10/16/1927,M,3103088270709,4
825,Blair,Warde,3/29/2011,F,3107741062788,2
826,Gracie,De Witt,7/18/1962,F,2101389377400,1
827,Minta,Culver,4/15/1905,F,0804450372539,6
828,Florance,Fullom,6/12/1960,F,3111834426864,5
829,Nefen,Pontefract,11/8/1982,M,0812543229189,1
830,Alina,Ascough,6/17/1900,F,3112293501023,1
831,Janith,Addess,10/10/1988,F,3010299830448,6
832,Davide,Manger,3/11/1979,M,0507474733316,6
833,Luisa,Hinsch,8/29/2016,F,3112269030364,5
834,Lev,Kettlestringe,8/1/1925,M,3105526031256,1
835,Reeba,Trevillion,10/30/1982,F,3110000126622,5
836,Marco,Shrubshall,4/26/2019,M,3012184153791,1
837,Nerta,Gettings,5/8/1900,F,3110827939958,1
838,Rene,Wagnerin,8/30/1921,M,2111546818438,2
839,Caddric,Spacie,10/16/1904,M,0411680912196,3
840,Boris,Matteau,6/10/1956,M,0804962407610,1
841,Codi,Pickervance,8/28/1933,M,0107943360427,4
842,Bennie,Burnhams,5/7/1960,M,0704735540545,2
843,Shawn,Thwaite,2/10/1953,M,0611604544089,1
844,Molli,Boadby,7/7/1921,F,2806383878280,3
845,Gianni,Brockhurst,10/29/1934,M,2105872936198,6
846,Wolfy,Embery,1/13/2008,M,1210518430989,5
847,Deb,Hanscome,1/29/1903,F,0310864321399,2
848,Johnath,Goby,6/14/1972,F,3010159451185,4
849,Sherry,Eke,12/18/1974,F,1203585045230,4
850,Gwenore,Ternent,6/19/1939,F,2210083259014,5
851,Wallache,Poultney,10/27/1992,M,0208134673210,1
852,Judah,Trouncer,3/19/1951,M,3112466569691,1
853,Stinky,Gittins,8/2/1981,M,2311872249346,6
854,Maddalena,Matts,4/7/1937,F,0501384723102,3
855,Sloane,Chisholme,12/21/1948,M,0312788143227,1
856,Theresa,Ferrettino,9/10/1930,F,3112672092286,3
857,Gerhardine,Fear,1/23/1919,F,3110815326869,4
858,Anthea,Curwood,4/21/1906,F,0510735295013,2
859,Giselle,Elham,8/11/1940,F,1401239610542,4
860,Alwyn,Kleint,11/26/1927,M,3010881795599,6
861,Noni,Beckhouse,5/5/1967,F,1802720903267,6
862,Ransell,Diemer,5/21/1902,M,2708168978587,5
863,Jayne,Alwood,3/24/2017,F,0304004155051,3
864,Gae,Backsal,12/29/1919,F,0609370132836,3
865,Cirillo,Brasener,6/8/1984,M,0712748959055,1
866,Kaila,Heifer,3/9/1970,F,1305839656206,4
867,Thaine,Bourchier,8/25/2007,M,2810974758405,6
868,Idelle,Peers,9/26/1924,F,1810985918863,5
869,Maddie,Josilowski,6/10/1948,F,0810185251574,4
870,Jamie,Whimp,7/28/2020,M,0510696005129,3
871,Cassandra,Elman,4/20/1967,F,3111818883377,4
872,Eadmund,Schaffler,11/17/1918,M,3005016274381,6
873,Shane,Thickpenny,1/18/2003,F,3104453991642,2
874,Giraldo,Wymer,5/13/1915,M,1911076938638,3
875,Sheelagh,Benoi,7/10/2021,F,3112232880901,3
876,Mary,Vaen,12/29/1948,F,0305597082886,2
877,Glen,Sleicht,3/1/1967,M,3012247082617,3
878,Axe,Fletcher,12/25/1974,M,3110082531229,1
879,Darryl,Boick,5/14/1971,M,3012835646344,1
880,Ambrose,Hendrich,10/17/1920,M,3005131490416,4
881,Curtis,Vanyushin,7/27/1991,M,3101430591059,4
882,Niall,Huygen,12/27/1905,M,0512339933608,4
883,Goran,Luckham,10/29/1941,M,3011896934285,6
884,Denys,Farnham,8/6/1918,M,3109466523331,6
885,Carlota,Vise,10/13/2011,F,1208802909973,3
886,Angil,Alison,3/26/1958,F,3006702957883,6
887,Rubetta,Grooby,4/1/1907,F,3002390218838,2
888,Elita,Romans,10/18/2019,F,0410980992878,3
889,Annalise,Lamberton,4/11/1943,F,1110183980499,2
890,Dorine,Carson,4/11/1996,F,3006388570027,6
891,Rebbecca,Goodsal,5/1/1948,F,3006246426482,4
892,Bobby,Cabrales,10/4/1955,F,1201661487865,2
893,Ansel,Mc Pake,3/31/2001,M,0212627188392,6
894,Celine,Beccero,2/15/1938,F,1007555009700,3
895,Baily,Zavattari,10/4/1937,M,3007665344741,5
896,Sigfried,Canacott,12/24/1937,M,3011788192059,6
897,Lucien,Seint,1/23/1945,M,1711351365102,1
898,Stanton,Rabier,6/18/1941,M,3005177415850,6
899,Joice,Servis,12/26/1901,F,2912165502065,4
900,Kettie,Gumey,11/22/1994,F,0911796438292,1
901,Mitchael,Loynes,8/22/1967,M,3010146074386,3
902,Jeffrey,Esselin,8/3/1952,M,2504867126173,1
903,Lara,Filyakov,11/30/1950,F,3002681628908,5
904,Gerrard,Wetherhead,12/21/1978,M,0705323860552,1
905,Rici,Mosey,6/9/1985,F,2612861254432,4
906,Cloe,Ferney,2/14/1974,F,3005890263510,1
907,Payton,Secretan,6/5/1987,M,3010296040217,4
908,Rodolfo,Vasilov,6/30/1934,M,2011757905637,4
909,Caresa,Forsdicke,1/17/1967,F,3010155258718,2
910,Cassi,Poultney,2/16/1994,F,0712546460460,3
911,Lena,Sergison,7/9/1948,F,3109336310868,4
912,Mendie,Seer,6/17/1932,M,1212038512923,1
913,Layney,Swayton,7/19/1952,F,0311484755786,4
914,Ertha,Cleyburn,3/24/1986,F,2411741721895,1
915,Tobe,McNeilley,12/5/1989,M,1901800959056,2
916,Cleopatra,Gilfoyle,4/25/1989,F,3009221467562,1
917,Denys,Turbill,6/1/1989,F,1412545871583,4
918,Lyn,Tessier,6/25/1941,M,0211117462105,6
919,Traver,Scandroot,2/8/1919,M,3008310766135,2
920,Livvie,Chismon,10/27/1919,F,2709897802185,3
921,Dasi,Penni,4/11/1963,F,0209976454792,6
922,Milena,Pallent,4/24/1972,F,1910494578719,6
923,Simona,Heenan,9/15/2017,F,2602709923158,3
924,Yolane,Keighley,12/1/1942,F,2009778977475,3
925,Cordi,Rowntree,6/8/1983,F,3101567989235,4
926,Pearle,Badcock,6/23/1981,F,0306151736151,5
927,Christalle,Condit,9/12/2006,F,3007183573276,1
928,Thornie,Micheu,8/31/1999,M,3011814370170,4
929,Giffer,Skeldon,8/8/1948,M,2512894197449,1
930,Cathi,Standall,9/6/1928,F,0305814871676,4
931,Luther,Whytock,4/4/1998,M,0106721771634,6
932,Chrissy,Stubs,2/16/1930,M,0911068291515,2
933,Haily,Iles,9/13/1983,F,3008823781795,3
934,Winny,Santori,8/26/1940,M,1409278493185,4
935,Shirlee,Le Grys,10/3/1914,F,1602256101531,5
936,Gloriana,Akast,5/4/1936,F,3009299869958,6
937,Carmelle,Cawthron,2/10/1981,F,1304434012465,3
938,Titus,Woodage,12/10/1999,M,0110468024441,2
939,Richmond,Tiery,12/7/2011,M,3112964926260,5
940,Laverne,Fillary,9/27/2014,F,1011332032764,5
941,Carole,Cavey,4/1/2002,F,0508689090596,3
942,Alphonse,Anthon,5/31/1950,M,3106450802662,6
943,Alyss,Graith,8/2/1949,F,3110173953293,4
944,Aggi,Lucy,7/20/1976,F,0712257124588,6
945,Faun,Hinkens,3/19/2012,F,3108101850910,6
946,Glennis,Toulson,3/19/2017,F,3012798563098,2
947,Jessee,Buckland,8/3/1999,M,3010521938358,2
948,Celesta,Finkle,3/29/1902,F,3110504252387,5
949,Cherilynn,Tremathack,6/9/1951,F,0810024719322,1
950,Toinette,Cobson,4/6/1961,F,3004446415924,3
951,Kass,Fairall,11/27/1972,F,1201838001317,6
952,Ann-marie,Gladhill,5/25/1903,F,0311451484524,3
953,Sergeant,Franzoli,8/12/1960,M,2012642257390,3
